content,score,at,case_folding,cleansing,tokenizing,stopword_removal,stemming,hasil_preprocessing
"jelek...gak ngasih solusi..saya yang rugi dong, mending kalau akomodasinya gak sesuai gambar gak usah dimasukin kali..wkwkwk",1,2024-04-08 17:41:48,"jelek...gak ngasih solusi..saya yang rugi dong, mending kalau akomodasinya gak sesuai gambar gak usah dimasukin kali..wkwkwk",jelek gak ngasih solusi saya yang rugi dong mending kalau akomodasinya gak sesuai gambar gak usah dimasukin kali wkwkwk,"['jelek', 'gak', 'ngasih', 'solusi', 'saya', 'yang', 'rugi', 'dong', 'mending', 'kalau', 'akomodasinya', 'gak', 'sesuai', 'gambar', 'gak', 'usah', 'dimasukin', 'kali', 'wkwkwk']","['jelek', 'gak', 'ngasih', 'solusi', 'rugi', 'dong', 'mending', 'kalau', 'akomodasinya', 'gak', 'sesuai', 'gambar', 'gak', 'usah', 'dimasukin', 'kali', 'wkwkwk']","['jelek', 'gak', 'ngasih', 'solusi', 'rugi', 'dong', 'mending', 'kalau', 'akomodasi', 'gak', 'sesuai', 'gambar', 'gak', 'usah', 'dimasukin', 'kali', 'wkwkwk']",jelek gak ngasih solusi rugi dong mending kalau akomodasi gak sesuai gambar gak usah dimasukin kali wkwkwk
Apk yg sangat memba tu untuk yg suka jlan jalan atau traveling,5,2024-04-08 15:16:01,apk yg sangat memba tu untuk yg suka jlan jalan atau traveling,apk yg sangat memba tu untuk yg suka jlan jalan atau traveling,"['apk', 'yg', 'sangat', 'memba', 'tu', 'untuk', 'yg', 'suka', 'jlan', 'jalan', 'atau', 'traveling']","['apk', 'yg', 'sangat', 'memba', 'tu', 'yg', 'suka', 'jlan', 'jalan', 'traveling']","['apk', 'yg', 'sangat', 'memba', 'tu', 'yg', 'suka', 'jlan', 'jalan', 'traveling']",apk yg sangat memba tu yg suka jlan jalan traveling
aplikasi yg sangat bagus,5,2024-04-08 15:15:45,aplikasi yg sangat bagus,aplikasi yg sangat bagus,"['aplikasi', 'yg', 'sangat', 'bagus']","['aplikasi', 'yg', 'sangat', 'bagus']","['aplikasi', 'yg', 'sangat', 'bagus']",aplikasi yg sangat bagus
sangat membantu,5,2024-04-08 14:52:18,sangat membantu,sangat membantu,"['sangat', 'membantu']","['sangat', 'membantu']","['sangat', 'bantu']",sangat bantu
aplikasi sangat membantu dan memudahkan dalam mencari berbagai tiket destinasi,5,2024-04-08 14:25:59,aplikasi sangat membantu dan memudahkan dalam mencari berbagai tiket destinasi,aplikasi sangat membantu dan memudahkan dalam mencari berbagai tiket destinasi,"['aplikasi', 'sangat', 'membantu', 'dan', 'memudahkan', 'dalam', 'mencari', 'berbagai', 'tiket', 'destinasi']","['aplikasi', 'sangat', 'membantu', 'memudahkan', 'mencari', 'berbagai', 'tiket', 'destinasi']","['aplikasi', 'sangat', 'bantu', 'mudah', 'cari', 'bagai', 'tiket', 'destinasi']",aplikasi sangat bantu mudah cari bagai tiket destinasi
ok terima kasih,5,2024-04-08 12:45:10,ok terima kasih,ok terima kasih,"['ok', 'terima', 'kasih']","['terima', 'kasih']","['terima', 'kasih']",terima kasih
Aplikasi nya bagus,5,2024-04-08 10:46:18,aplikasi nya bagus,aplikasi nya bagus,"['aplikasi', 'nya', 'bagus']","['aplikasi', 'nya', 'bagus']","['aplikasi', 'nya', 'bagus']",aplikasi nya bagus
Completely paylater in aktif without prejudice,1,2024-04-08 10:37:15,completely paylater in aktif without prejudice,completely paylater in aktif without prejudice,"['completely', 'paylater', 'in', 'aktif', 'without', 'prejudice']","['completely', 'paylater', 'in', 'aktif', 'without', 'prejudice']","['completely', 'paylater', 'in', 'aktif', 'without', 'prejudice']",completely paylater in aktif without prejudice
cukup membantu,5,2024-04-07 18:33:15,cukup membantu,cukup membantu,"['cukup', 'membantu']","['cukup', 'membantu']","['cukup', 'bantu']",cukup bantu
"Seolah2 murah di awal, pas mau bayar blm termasuk pajak dan lain2.. ujung2nya hrga sama aja sm yg lain. Mending ky yg lain aja lgsg hrganya include pajak.",2,2024-04-07 16:41:54,"seolah2 murah di awal, pas mau bayar blm termasuk pajak dan lain2.. ujung2nya hrga sama aja sm yg lain. mending ky yg lain aja lgsg hrganya include pajak.",seolah murah di awal pas mau bayar blm termasuk pajak dan lain ujung nya hrga sama aja sm yg lain mending ky yg lain aja lgsg hrganya include pajak,"['seolah', 'murah', 'di', 'awal', 'pas', 'mau', 'bayar', 'blm', 'termasuk', 'pajak', 'dan', 'lain', 'ujung', 'nya', 'hrga', 'sama', 'aja', 'sm', 'yg', 'lain', 'mending', 'ky', 'yg', 'lain', 'aja', 'lgsg', 'hrganya', 'include', 'pajak']","['murah', 'awal', 'pas', 'mau', 'bayar', 'blm', 'termasuk', 'pajak', 'ujung', 'nya', 'hrga', 'sama', 'aja', 'sm', 'yg', 'mending', 'ky', 'yg', 'aja', 'lgsg', 'hrganya', 'include', 'pajak']","['murah', 'awal', 'pas', 'mau', 'bayar', 'blm', 'masuk', 'pajak', 'ujung', 'nya', 'hrga', 'sama', 'aja', 'sm', 'yg', 'mending', 'ky', 'yg', 'aja', 'lgsg', 'hrganya', 'include', 'pajak']",murah awal pas mau bayar blm masuk pajak ujung nya hrga sama aja sm yg mending ky yg aja lgsg hrganya include pajak
Sangat membantu di perjalanan mudik saya,5,2024-04-07 15:33:16,sangat membantu di perjalanan mudik saya,sangat membantu di perjalanan mudik saya,"['sangat', 'membantu', 'di', 'perjalanan', 'mudik', 'saya']","['sangat', 'membantu', 'perjalanan', 'mudik']","['sangat', 'bantu', 'jalan', 'mudik']",sangat bantu jalan mudik
Simpel dan praktis...,5,2024-04-07 15:17:38,simpel dan praktis...,simpel dan praktis,"['simpel', 'dan', 'praktis']","['simpel', 'praktis']","['simpel', 'praktis']",simpel praktis
"Murah si murah, to belum harga final, dan ++ nya kemahalan",1,2024-04-07 03:00:45,"murah si murah, to belum harga final, dan ++ nya kemahalan",murah si murah to belum harga final dan nya kemahalan,"['murah', 'si', 'murah', 'to', 'belum', 'harga', 'final', 'dan', 'nya', 'kemahalan']","['murah', 'si', 'murah', 'to', 'harga', 'final', 'nya', 'kemahalan']","['murah', 'si', 'murah', 'to', 'harga', 'final', 'nya', 'mahal']",murah si murah to harga final nya mahal
Sip lah,5,2024-04-06 18:26:30,sip lah,sip lah,"['sip', 'lah']","['sip', 'lah']","['sip', 'lah']",sip lah
Aplikasinya sangat membantu dan memudahkan segala aktivitas sehari-hari,5,2024-04-06 15:25:58,aplikasinya sangat membantu dan memudahkan segala aktivitas sehari-hari,aplikasinya sangat membantu dan memudahkan segala aktivitas sehari hari,"['aplikasinya', 'sangat', 'membantu', 'dan', 'memudahkan', 'segala', 'aktivitas', 'sehari', 'hari']","['aplikasinya', 'sangat', 'membantu', 'memudahkan', 'segala', 'aktivitas', 'sehari', 'hari']","['aplikasi', 'sangat', 'bantu', 'mudah', 'segala', 'aktivitas', 'hari', 'hari']",aplikasi sangat bantu mudah segala aktivitas hari hari
mtap tp pelayanan kurang ramah,5,2024-04-06 14:39:49,mtap tp pelayanan kurang ramah,mtap tp pelayanan kurang ramah,"['mtap', 'tp', 'pelayanan', 'kurang', 'ramah']","['mtap', 'tp', 'pelayanan', 'kurang', 'ramah']","['mtap', 'tp', 'layan', 'kurang', 'ramah']",mtap tp layan kurang ramah
"Sangat bagus, jadi mudah buat beli tiket apapun, transportasi atau hiburan. 😁😁",5,2024-04-06 13:18:43,"sangat bagus, jadi mudah buat beli tiket apapun, transportasi atau hiburan. 😁😁",sangat bagus jadi mudah buat beli tiket apapun transportasi atau hiburan,"['sangat', 'bagus', 'jadi', 'mudah', 'buat', 'beli', 'tiket', 'apapun', 'transportasi', 'atau', 'hiburan']","['sangat', 'bagus', 'jadi', 'mudah', 'buat', 'beli', 'tiket', 'apapun', 'transportasi', 'hiburan']","['sangat', 'bagus', 'jadi', 'mudah', 'buat', 'beli', 'tiket', 'apa', 'transportasi', 'hibur']",sangat bagus jadi mudah buat beli tiket apa transportasi hibur
"Aplikasi nya bagus,dan nyaman di gunakan,kita lebih mudah untuk memesan tiket dan ada banyak promo",5,2024-04-06 11:37:12,"aplikasi nya bagus,dan nyaman di gunakan,kita lebih mudah untuk memesan tiket dan ada banyak promo",aplikasi nya bagus dan nyaman di gunakan kita lebih mudah untuk memesan tiket dan ada banyak promo,"['aplikasi', 'nya', 'bagus', 'dan', 'nyaman', 'di', 'gunakan', 'kita', 'lebih', 'mudah', 'untuk', 'memesan', 'tiket', 'dan', 'ada', 'banyak', 'promo']","['aplikasi', 'nya', 'bagus', 'nyaman', 'gunakan', 'lebih', 'mudah', 'memesan', 'tiket', 'banyak', 'promo']","['aplikasi', 'nya', 'bagus', 'nyaman', 'guna', 'lebih', 'mudah', 'mes', 'tiket', 'banyak', 'promo']",aplikasi nya bagus nyaman guna lebih mudah mes tiket banyak promo
"Woi jangan kebanyakan iklan Napa,iklan dihp gw tu kebanyakan iklan aplikasi lu,lu bisa mikir nga sih",1,2024-04-06 10:07:35,"woi jangan kebanyakan iklan napa,iklan dihp gw tu kebanyakan iklan aplikasi lu,lu bisa mikir nga sih",woi jangan kebanyakan iklan napa iklan dihp gw tu kebanyakan iklan aplikasi lu lu bisa mikir nga sih,"['woi', 'jangan', 'kebanyakan', 'iklan', 'napa', 'iklan', 'dihp', 'gw', 'tu', 'kebanyakan', 'iklan', 'aplikasi', 'lu', 'lu', 'bisa', 'mikir', 'nga', 'sih']","['woi', 'jangan', 'kebanyakan', 'iklan', 'napa', 'iklan', 'dihp', 'gw', 'tu', 'kebanyakan', 'iklan', 'aplikasi', 'lu', 'lu', 'mikir', 'nga', 'sih']","['woi', 'jangan', 'banyak', 'iklan', 'napa', 'iklan', 'dihp', 'gw', 'tu', 'banyak', 'iklan', 'aplikasi', 'lu', 'lu', 'mikir', 'nga', 'sih']",woi jangan banyak iklan napa iklan dihp gw tu banyak iklan aplikasi lu lu mikir nga sih
Aplikasi apaan ini. Pesen tiket pesawat di cancel sepihak sampai 2x. Udh gitu cuma dikasih pilihan tukar tiket gratis 2 doang. Emangnya kita gk punya keperluan hrs menyesuaikan pihak penerbangan. Klo mau rubah jadwal hrs nambah biaya. Yang bnr aja. Ini merugikan sepihak.,1,2024-04-06 09:10:44,aplikasi apaan ini. pesen tiket pesawat di cancel sepihak sampai 2x. udh gitu cuma dikasih pilihan tukar tiket gratis 2 doang. emangnya kita gk punya keperluan hrs menyesuaikan pihak penerbangan. klo mau rubah jadwal hrs nambah biaya. yang bnr aja. ini merugikan sepihak.,aplikasi apaan ini pesen tiket pesawat di cancel sepihak sampai x udh gitu cuma dikasih pilihan tukar tiket gratis doang emangnya kita gk punya keperluan hrs menyesuaikan pihak penerbangan klo mau rubah jadwal hrs nambah biaya yang bnr aja ini merugikan sepihak,"['aplikasi', 'apaan', 'ini', 'pesen', 'tiket', 'pesawat', 'di', 'cancel', 'sepihak', 'sampai', 'x', 'udh', 'gitu', 'cuma', 'dikasih', 'pilihan', 'tukar', 'tiket', 'gratis', 'doang', 'emangnya', 'kita', 'gk', 'punya', 'keperluan', 'hrs', 'menyesuaikan', 'pihak', 'penerbangan', 'klo', 'mau', 'rubah', 'jadwal', 'hrs', 'nambah', 'biaya', 'yang', 'bnr', 'aja', 'ini', 'merugikan', 'sepihak']","['aplikasi', 'apaan', 'pesen', 'tiket', 'pesawat', 'cancel', 'sepihak', 'x', 'udh', 'gitu', 'cuma', 'dikasih', 'pilihan', 'tukar', 'tiket', 'gratis', 'doang', 'emangnya', 'gk', 'punya', 'keperluan', 'hrs', 'menyesuaikan', 'pihak', 'penerbangan', 'klo', 'mau', 'rubah', 'jadwal', 'hrs', 'nambah', 'biaya', 'bnr', 'aja', 'merugikan', 'sepihak']","['aplikasi', 'apa', 'sen', 'tiket', 'pesawat', 'cancel', 'pihak', 'x', 'udh', 'gitu', 'cuma', 'kasih', 'pilih', 'tukar', 'tiket', 'gratis', 'doang', 'emang', 'gk', 'punya', 'perlu', 'hrs', 'sesuai', 'pihak', 'terbang', 'klo', 'mau', 'rubah', 'jadwal', 'hrs', 'nambah', 'biaya', 'bnr', 'aja', 'rugi', 'pihak']",aplikasi apa sen tiket pesawat cancel pihak x udh gitu cuma kasih pilih tukar tiket gratis doang emang gk punya perlu hrs sesuai pihak terbang klo mau rubah jadwal hrs nambah biaya bnr aja rugi pihak
bagus,5,2024-04-06 06:23:27,bagus,bagus,['bagus'],['bagus'],['bagus'],bagus
Praktis dan efisien,5,2024-04-06 06:06:58,praktis dan efisien,praktis dan efisien,"['praktis', 'dan', 'efisien']","['praktis', 'efisien']","['praktis', 'efisien']",praktis efisien
Baguuuussss,5,2024-04-05 21:44:22,baguuuussss,baguuuussss,['baguuuussss'],['baguuuussss'],['baguuuussss'],baguuuussss
"Aplikasi asw, tiket di Resechdule 3x tapi gak ada pemberitahuan.Bahkan sampe pindah maskapai juga gak ada pemberitahuan.",2,2024-04-05 18:25:23,"aplikasi asw, tiket di resechdule 3x tapi gak ada pemberitahuan.bahkan sampe pindah maskapai juga gak ada pemberitahuan.",aplikasi asw tiket di resechdule x tapi gak ada pemberitahuan bahkan sampe pindah maskapai juga gak ada pemberitahuan,"['aplikasi', 'asw', 'tiket', 'di', 'resechdule', 'x', 'tapi', 'gak', 'ada', 'pemberitahuan', 'bahkan', 'sampe', 'pindah', 'maskapai', 'juga', 'gak', 'ada', 'pemberitahuan']","['aplikasi', 'asw', 'tiket', 'resechdule', 'x', 'gak', 'pemberitahuan', 'bahkan', 'sampe', 'pindah', 'maskapai', 'gak', 'pemberitahuan']","['aplikasi', 'asw', 'tiket', 'resechdule', 'x', 'gak', 'pemberitahuan', 'bahkan', 'sampe', 'pindah', 'maskapai', 'gak', 'pemberitahuan']",aplikasi asw tiket resechdule x gak pemberitahuan bahkan sampe pindah maskapai gak pemberitahuan
rekomended,5,2024-04-05 17:22:46,rekomended,rekomended,['rekomended'],['rekomended'],['rekomended'],rekomended
Download,5,2024-04-05 16:42:18,download,download,['download'],['download'],['download'],download
Sangat bagus,5,2024-04-05 12:29:49,sangat bagus,sangat bagus,"['sangat', 'bagus']","['sangat', 'bagus']","['sangat', 'bagus']",sangat bagus
"Aplikasi membantu untuk mencari kebutuhan tiket perjalan keluar kota, mufah dicari, banyak pilihan, harga bersaing, respon pemesanan,pembayaran dan pasca bayar yg cepat",5,2024-04-05 12:07:57,"aplikasi membantu untuk mencari kebutuhan tiket perjalan keluar kota, mufah dicari, banyak pilihan, harga bersaing, respon pemesanan,pembayaran dan pasca bayar yg cepat",aplikasi membantu untuk mencari kebutuhan tiket perjalan keluar kota mufah dicari banyak pilihan harga bersaing respon pemesanan pembayaran dan pasca bayar yg cepat,"['aplikasi', 'membantu', 'untuk', 'mencari', 'kebutuhan', 'tiket', 'perjalan', 'keluar', 'kota', 'mufah', 'dicari', 'banyak', 'pilihan', 'harga', 'bersaing', 'respon', 'pemesanan', 'pembayaran', 'dan', 'pasca', 'bayar', 'yg', 'cepat']","['aplikasi', 'membantu', 'mencari', 'kebutuhan', 'tiket', 'perjalan', 'keluar', 'kota', 'mufah', 'dicari', 'banyak', 'pilihan', 'harga', 'bersaing', 'respon', 'pemesanan', 'pembayaran', 'pasca', 'bayar', 'yg', 'cepat']","['aplikasi', 'bantu', 'cari', 'butuh', 'tiket', 'jalan', 'keluar', 'kota', 'mufah', 'cari', 'banyak', 'pilih', 'harga', 'saing', 'respon', 'mesan', 'bayar', 'pasca', 'bayar', 'yg', 'cepat']",aplikasi bantu cari butuh tiket jalan keluar kota mufah cari banyak pilih harga saing respon mesan bayar pasca bayar yg cepat
Mau edit profil dan akun pembayaran kok susah kali yah..,3,2024-04-05 12:05:40,mau edit profil dan akun pembayaran kok susah kali yah..,mau edit profil dan akun pembayaran kok susah kali yah,"['mau', 'edit', 'profil', 'dan', 'akun', 'pembayaran', 'kok', 'susah', 'kali', 'yah']","['mau', 'edit', 'profil', 'akun', 'pembayaran', 'kok', 'susah', 'kali', 'yah']","['mau', 'edit', 'profil', 'akun', 'bayar', 'kok', 'susah', 'kali', 'yah']",mau edit profil akun bayar kok susah kali yah
Bagus,5,2024-04-05 11:03:34,bagus,bagus,['bagus'],['bagus'],['bagus'],bagus
"harga lebih murah, & sangat membantu dlm perjalanan & berlibur",5,2024-04-05 10:49:45,"harga lebih murah, & sangat membantu dlm perjalanan & berlibur",harga lebih murah sangat membantu dlm perjalanan berlibur,"['harga', 'lebih', 'murah', 'sangat', 'membantu', 'dlm', 'perjalanan', 'berlibur']","['harga', 'lebih', 'murah', 'sangat', 'membantu', 'dlm', 'perjalanan', 'berlibur']","['harga', 'lebih', 'murah', 'sangat', 'bantu', 'dlm', 'jalan', 'libur']",harga lebih murah sangat bantu dlm jalan libur
"Belum dicoba, kalo bagus kasih bintang full",5,2024-04-05 08:09:25,"belum dicoba, kalo bagus kasih bintang full",belum dicoba kalo bagus kasih bintang full,"['belum', 'dicoba', 'kalo', 'bagus', 'kasih', 'bintang', 'full']","['dicoba', 'kalo', 'bagus', 'kasih', 'bintang', 'full']","['coba', 'kalo', 'bagus', 'kasih', 'bintang', 'full']",coba kalo bagus kasih bintang full
"Aku kasih bintang 3 dulu ya,,,karna terkadang untuk kemunculan pesanan tiket kereta suka muncul dan suka hilang",5,2024-04-05 01:33:46,"aku kasih bintang 3 dulu ya,,,karna terkadang untuk kemunculan pesanan tiket kereta suka muncul dan suka hilang",aku kasih bintang dulu ya karna terkadang untuk kemunculan pesanan tiket kereta suka muncul dan suka hilang,"['aku', 'kasih', 'bintang', 'dulu', 'ya', 'karna', 'terkadang', 'untuk', 'kemunculan', 'pesanan', 'tiket', 'kereta', 'suka', 'muncul', 'dan', 'suka', 'hilang']","['aku', 'kasih', 'bintang', 'dulu', 'karna', 'terkadang', 'kemunculan', 'pesanan', 'tiket', 'kereta', 'suka', 'muncul', 'suka', 'hilang']","['aku', 'kasih', 'bintang', 'dulu', 'karna', 'terkadang', 'muncul', 'pesan', 'tiket', 'kereta', 'suka', 'muncul', 'suka', 'hilang']",aku kasih bintang dulu karna terkadang muncul pesan tiket kereta suka muncul suka hilang
bagus,5,2024-04-05 00:01:22,bagus,bagus,['bagus'],['bagus'],['bagus'],bagus
terbaik harga termurah,5,2024-04-04 22:01:02,terbaik harga termurah,terbaik harga termurah,"['terbaik', 'harga', 'termurah']","['terbaik', 'harga', 'termurah']","['baik', 'harga', 'murah']",baik harga murah
membantu beli tiket,5,2024-04-04 21:32:38,membantu beli tiket,membantu beli tiket,"['membantu', 'beli', 'tiket']","['membantu', 'beli', 'tiket']","['bantu', 'beli', 'tiket']",bantu beli tiket
"Bagus dan bermanfaat, Mudah digunakan",5,2024-04-04 17:25:30,"bagus dan bermanfaat, mudah digunakan",bagus dan bermanfaat mudah digunakan,"['bagus', 'dan', 'bermanfaat', 'mudah', 'digunakan']","['bagus', 'bermanfaat', 'mudah', 'digunakan']","['bagus', 'manfaat', 'mudah', 'guna']",bagus manfaat mudah guna
"aplikasi yg mudah,cepat dan lengkap",5,2024-04-04 14:15:17,"aplikasi yg mudah,cepat dan lengkap",aplikasi yg mudah cepat dan lengkap,"['aplikasi', 'yg', 'mudah', 'cepat', 'dan', 'lengkap']","['aplikasi', 'yg', 'mudah', 'cepat', 'lengkap']","['aplikasi', 'yg', 'mudah', 'cepat', 'lengkap']",aplikasi yg mudah cepat lengkap
Saran saya mendengar kan costumer dengan baik dan tidak menjawab offline,1,2024-04-04 14:04:32,saran saya mendengar kan costumer dengan baik dan tidak menjawab offline,saran saya mendengar kan costumer dengan baik dan tidak menjawab offline,"['saran', 'saya', 'mendengar', 'kan', 'costumer', 'dengan', 'baik', 'dan', 'tidak', 'menjawab', 'offline']","['saran', 'mendengar', 'kan', 'costumer', 'baik', 'menjawab', 'offline']","['saran', 'dengar', 'kan', 'costumer', 'baik', 'jawab', 'offline']",saran dengar kan costumer baik jawab offline
Gereat Apps & Full Support to Customer for CS,5,2024-04-04 13:06:51,gereat apps & full support to customer for cs,gereat apps full support to customer for cs,"['gereat', 'apps', 'full', 'support', 'to', 'customer', 'for', 'cs']","['gereat', 'apps', 'full', 'support', 'to', 'customer', 'for', 'cs']","['gereat', 'apps', 'full', 'support', 'to', 'customer', 'for', 'cs']",gereat apps full support to customer for cs
oke,5,2024-04-04 09:12:49,oke,oke,['oke'],['oke'],['oke'],oke
"Kenapa tidak ada tombol chek in nya, penerbangan menggunakan maskapai lion",1,2024-04-04 05:42:21,"kenapa tidak ada tombol chek in nya, penerbangan menggunakan maskapai lion",kenapa tidak ada tombol chek in nya penerbangan menggunakan maskapai lion,"['kenapa', 'tidak', 'ada', 'tombol', 'chek', 'in', 'nya', 'penerbangan', 'menggunakan', 'maskapai', 'lion']","['tombol', 'chek', 'in', 'nya', 'penerbangan', 'menggunakan', 'maskapai', 'lion']","['tombol', 'chek', 'in', 'nya', 'terbang', 'guna', 'maskapai', 'lion']",tombol chek in nya terbang guna maskapai lion
Gak bisa refund. Makan tuh duit gwa. Ga ada tiket bilangnya opsi. Aplikasi bego tolol idiot,1,2024-04-04 05:20:39,gak bisa refund. makan tuh duit gwa. ga ada tiket bilangnya opsi. aplikasi bego tolol idiot,gak bisa refund makan tuh duit gwa ga ada tiket bilangnya opsi aplikasi bego tolol idiot,"['gak', 'bisa', 'refund', 'makan', 'tuh', 'duit', 'gwa', 'ga', 'ada', 'tiket', 'bilangnya', 'opsi', 'aplikasi', 'bego', 'tolol', 'idiot']","['gak', 'refund', 'makan', 'tuh', 'duit', 'gwa', 'ga', 'tiket', 'bilangnya', 'opsi', 'aplikasi', 'bego', 'tolol', 'idiot']","['gak', 'refund', 'makan', 'tuh', 'duit', 'gwa', 'ga', 'tiket', 'bilang', 'opsi', 'aplikasi', 'bego', 'tolol', 'idiot']",gak refund makan tuh duit gwa ga tiket bilang opsi aplikasi bego tolol idiot
Alhamdulillah pelayanannya bagus.,5,2024-04-04 00:02:18,alhamdulillah pelayanannya bagus.,alhamdulillah pelayanannya bagus,"['alhamdulillah', 'pelayanannya', 'bagus']","['alhamdulillah', 'pelayanannya', 'bagus']","['alhamdulillah', 'layan', 'bagus']",alhamdulillah layan bagus
harga terjamin,5,2024-04-03 20:58:53,harga terjamin,harga terjamin,"['harga', 'terjamin']","['harga', 'terjamin']","['harga', 'jamin']",harga jamin
Yes good,5,2024-04-03 20:55:30,yes good,yes good,"['yes', 'good']","['yes', 'good']","['yes', 'good']",yes good
bagus,5,2024-04-03 17:04:55,bagus,bagus,['bagus'],['bagus'],['bagus'],bagus
Membantu lebih mudah,5,2024-04-03 16:08:44,membantu lebih mudah,membantu lebih mudah,"['membantu', 'lebih', 'mudah']","['membantu', 'lebih', 'mudah']","['bantu', 'lebih', 'mudah']",bantu lebih mudah
